,Unnamed: 0,id,author_id,text,retweets,permalink,date,formatted_date,favorites,mentions,hashtags,geo,urls,search_hashtags,location,text_clean,tb_sentiment_polarity,tb_sentiment_subjectivity,textBlob_sentiment,vader_compound,vader_pos,vader_neg,vader_neu,V_Sentiment
8353,8353,1.11067e+18,8.16e+17,@IndivisiblePHL supports @AOC’s job-creating #GreenNewDeal as the Environment was listed in the top 3 concerns of our members. @PennEnvironment #Environment #ThereIsNoPlanetB,0,https://twitter.com/IndivisiblePHL/status/1110668805473214466,2019-03-26 22:24:13+00:00,Tue Mar 26 22:24:13 +0000 2019,1,@IndivisiblePHL @AOC @PennEnvironment,#GreenNewDeal #Environment #ThereIsNoPlanetB,,https://twitter.com/AOC/status/1110667881539342337,#environment,"California, USA",IndivisiblePHL supports AOC’s jobcreating GreenNewDeal as the Environment was listed in the top 3 concerns of our members PennEnvironment Environment ThereIsNoPlanetB,0.5,0.5,positive,0.5106,0.193,0.0,0.807,Positive
8430,8430,1.17992e+18,44904088.0,"@TheDemocrats : you DO realize that @algore is the most suitable candidate &amp; has done more for #GlobalWarming than ANY other political figure. Why won't you ask him to run? @AOC, he used to be the next (former) president of the United States...? #vote",0,https://twitter.com/Ice_Phantom/status/1179921593633521665,2019-10-04 00:50:04+00:00,Fri Oct 04 00:50:04 +0000 2019,2,@TheDemocrats @algore @AOC,#GlobalWarming #vote,,https://youtu.be/Bu6SE5TYrCM,#globalwarming,"California, USA",TheDemocrats  you DO realize that algore is the most suitable candidate amp has done more for GlobalWarming than ANY other political figure Why wont you ask him to run AOC he used to be the next former president of the United States vote,0.20357142857142854,0.3178571428571429,positive,0.4215,0.062,0.0,0.938,Positive
8496,8496,1.16135e+18,25620597.0,This is an excellent and scary article. Great job @washingtonpost #ClimateChangeIsReal and not a Chinese Hoax. @ClimateReality #GlobalWarming @weatherchannel @capitalweather @MikeTrout #climate @AOC,0,https://twitter.com/biderman/status/1161349965630885888,2019-08-13 18:53:03+00:00,Tue Aug 13 18:53:03 +0000 2019,0,@washingtonpost @ClimateReality @weatherchannel @capitalweather @MikeTrout @AOC,#ClimateChangeIsReal #GlobalWarming #climate,,https://twitter.com/darrylwalter/status/1161293975350927362,#globalwarming,"California, USA",This is an excellent and scary article Great job washingtonpost ClimateChangeIsReal and not a Chinese Hoax ClimateReality GlobalWarming weatherchannel capitalweather MikeTrout climate AOC,0.325,0.6875,positive,0.7517,0.312,0.10400000000000001,0.584,Positive
8653,8653,1.17992e+18,44904088.0,"@TheDemocrats : you DO realize that @algore is the most suitable candidate &amp; has done more for #GlobalWarming than ANY other political figure. Why won't you ask him to run? @AOC, he used to be the next (former) president of the United States...? #vote",0,https://twitter.com/Ice_Phantom/status/1179921593633521665,2019-10-04 00:50:04+00:00,Fri Oct 04 00:50:04 +0000 2019,2,@TheDemocrats @algore @AOC,#GlobalWarming #vote,,https://youtu.be/Bu6SE5TYrCM,#globalwarming,"California, USA",TheDemocrats  you DO realize that algore is the most suitable candidate amp has done more for GlobalWarming than ANY other political figure Why wont you ask him to run AOC he used to be the next former president of the United States vote,0.20357142857142854,0.3178571428571429,positive,0.4215,0.062,0.0,0.938,Positive
8719,8719,1.16135e+18,25620597.0,This is an excellent and scary article. Great job @washingtonpost #ClimateChangeIsReal and not a Chinese Hoax. @ClimateReality #GlobalWarming @weatherchannel @capitalweather @MikeTrout #climate @AOC,0,https://twitter.com/biderman/status/1161349965630885888,2019-08-13 18:53:03+00:00,Tue Aug 13 18:53:03 +0000 2019,0,@washingtonpost @ClimateReality @weatherchannel @capitalweather @MikeTrout @AOC,#ClimateChangeIsReal #GlobalWarming #climate,,https://twitter.com/darrylwalter/status/1161293975350927362,#globalwarming,"California, USA",This is an excellent and scary article Great job washingtonpost ClimateChangeIsReal and not a Chinese Hoax ClimateReality GlobalWarming weatherchannel capitalweather MikeTrout climate AOC,0.325,0.6875,positive,0.7517,0.312,0.10400000000000001,0.584,Positive
9256,9256,1.12838e+18,18981878.0,"Climate change “is the moral, the national security, public health, economic, and environmental issue of our time.” #GreenNewDeal #ActOnClimate #ClimateChange @AGU_Eos @theAGU @sunrisemvmt @AOC @SenSanders @SenMarkey",3,https://twitter.com/RandyShowstack/status/1128382221096816641,2019-05-14 19:31:00+00:00,Tue May 14 19:31:00 +0000 2019,4,@AGU_Eos @theAGU @sunrisemvmt @AOC @SenSanders @SenMarkey,#GreenNewDeal #ActOnClimate #ClimateChange,,https://eos.org/articles/green-new-deal-backers-rouse-enthusiastic-crowd,#actonclimate,"California, USA",Climate change “is the moral the national security public health economic and environmental issue of our time” GreenNewDeal ActOnClimate ClimateChange AGUEos theAGU sunrisemvmt AOC SenSanders SenMarkey,0.06666666666666668,0.1722222222222222,positive,0.34,0.08800000000000001,0.0,0.912,Positive
9277,9277,1.12337e+18,1922036724.0,"Finally, the #AryaStark amongst us are (mostly young) people like @AOC + @GretaThunberg who courageously advocate for us to immediately #ActOnClimate, despite political risk. And the Valyrian steel dagger is the #GreenNewDeal or similar policies like @BetoORourke put out.",0,https://twitter.com/priasun/status/1123374991456784384,2019-04-30 23:54:03+00:00,Tue Apr 30 23:54:03 +0000 2019,0,@AOC @GretaThunberg @BetoORourke,#AryaStark #ActOnClimate #GreenNewDeal,,,#actonclimate,"California, USA",Finally the AryaStark amongst us are mostly young people like AOC  GretaThunberg who courageously advocate for us to immediately ActOnClimate despite political risk And the Valyrian steel dagger is the GreenNewDeal or similar policies like BetoORourke put out,0.025,0.475,positive,0.8448,0.22899999999999998,0.0,0.7709999999999999,Positive
9295,9295,1.12e+18,28350888.0,#HappyEaster @AOC! You know what would be the greatest #Easter gift of all? High Speed Rail! Can we make that part of the #GreenNewDeal??! @SenatorCardin @RepDavidTrone @ChrisVanHollen @Call_Me_Dutch @JohnSarbanes @SpeakerPelosi @SenSchumer #ActOnClimate,0,https://twitter.com/arlohemphill/status/1119997183401631745,2019-04-21 16:11:51+00:00,Sun Apr 21 16:11:51 +0000 2019,0,@AOC @SenatorCardin @RepDavidTrone @ChrisVanHollen @Call_Me_Dutch @JohnSarbanes @SpeakerPelosi @SenSchumer,#HappyEaster #Easter #GreenNewDeal #ActOnClimate,,,#actonclimate,"California, USA",HappyEaster AOC You know what would be the greatest Easter gift of all High Speed Rail Can we make that part of the GreenNewDeal SenatorCardin RepDavidTrone ChrisVanHollen CallMeDutch JohnSarbanes SpeakerPelosi SenSchumer ActOnClimate,0.58,0.77,positive,0.7964,0.191,0.0,0.809,Positive
10159,10159,1.17666e+18,9.73e+17,We ended by telling them to join #ClimateJustice &amp; the #ClimateStrike. We said they should support the #GreenNewDeal proposed by @RepAOC @AOC &amp; call their Senators &amp; CongressPeople like @SenDuckworth @SenatorDurbin @RepBobbyRush @RepDannyDavis @RepRobinKelly &amp; others!,2,https://twitter.com/GKMC18/status/1176660029568618497,2019-09-25 00:49:46+00:00,Wed Sep 25 00:49:46 +0000 2019,5,@RepAOC @AOC @SenDuckworth @SenatorDurbin @RepBobbyRush @RepDannyDavis @RepRobinKelly,#ClimateJustice #ClimateStrike #GreenNewDeal,,,#climatestrike,"Chicago, USA",We ended by telling them to join ClimateJustice amp the ClimateStrike We said they should support the GreenNewDeal proposed by RepAOC AOC amp call their Senators amp CongressPeople like SenDuckworth SenatorDurbin RepBobbyRush RepDannyDavis RepRobinKelly amp others,0.0,0.0,positive,0.7506,0.183,0.0,0.8170000000000001,Positive
10640,10640,1.17666e+18,9.73e+17,We ended by telling them to join #ClimateJustice &amp; the #ClimateStrike. We said they should support the #GreenNewDeal proposed by @RepAOC @AOC &amp; call their Senators &amp; CongressPeople like @SenDuckworth @SenatorDurbin @RepBobbyRush @RepDannyDavis @RepRobinKelly &amp; others!,2,https://twitter.com/GKMC18/status/1176660029568618497,2019-09-25 00:49:46+00:00,Wed Sep 25 00:49:46 +0000 2019,5,@RepAOC @AOC @SenDuckworth @SenatorDurbin @RepBobbyRush @RepDannyDavis @RepRobinKelly,#ClimateJustice #ClimateStrike #GreenNewDeal,,,#climatestrike,"Chicago, USA",We ended by telling them to join ClimateJustice amp the ClimateStrike We said they should support the GreenNewDeal proposed by RepAOC AOC amp call their Senators amp CongressPeople like SenDuckworth SenatorDurbin RepBobbyRush RepDannyDavis RepRobinKelly amp others,0.0,0.0,positive,0.7506,0.183,0.0,0.8170000000000001,Positive
11856,11856,1.2117e+18,115727385.0,My window sill at work is basically the #GreenNewDeal in action. @AOC would be so proud. – at WANE-TV,0,https://twitter.com/AaronOrgan/status/1211703181341802507,2019-12-30 17:38:45+00:00,Mon Dec 30 17:38:45 +0000 2019,6,@AOC,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",My window sill at work is basically the GreenNewDeal in action AOC would be so proud – at WANETV,0.45,0.55,positive,0.6113,0.19,0.0,0.81,Positive
11899,11899,1.19504e+18,94180124.0,".@BernieSanders &amp; .@AOC spoke to over 7,000 Iowans on their #GreenNewDeal tour! Woo hoo! Let’s save our planet!",1,https://twitter.com/AbbyBrickler/status/1195040667807952898,2019-11-14 18:07:52+00:00,Thu Nov 14 18:07:52 +0000 2019,1,@BernieSanders @AOC,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",BernieSanders amp AOC spoke to over 7000 Iowans on their GreenNewDeal tour Woo hoo Let’s save our planet,0.0,0.0,positive,0.743,0.28300000000000003,0.0,0.7170000000000001,Positive
11903,11903,1.19401e+18,94180124.0,"@BernieSanders &amp; @AOC spoke to over 2,400 people in Iowa on their #GreenNewDeal tour! Yowza! But seriously, we need to save our planet.",0,https://twitter.com/AbbyBrickler/status/1194011526363041793,2019-11-11 21:58:26+00:00,Mon Nov 11 21:58:26 +0000 2019,0,@BernieSanders @AOC,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",BernieSanders amp AOC spoke to over 2400 people in Iowa on their GreenNewDeal tour Yowza But seriously we need to save our planet,-0.3333333333333333,0.6666666666666666,negative,0.5023,0.157,0.075,0.768,Positive
11938,11938,1.17955e+18,2329617859.0,Checking out what @NaomiAKlein has to say about us saving our planet. She’s sharing the stage with @Ward33Chicago Ald. Rosanna Rodriguez. Supported by @VolumeBooks @musicboxtheatre @sunrisemvmt @sunrise with a great intro video by @AOC #GreenNewDeal,1,https://twitter.com/ProvocCities/status/1179553857418010624,2019-10-03 00:28:49+00:00,Thu Oct 03 00:28:49 +0000 2019,0,@NaomiAKlein @Ward33Chicago @VolumeBooks @musicboxtheatre @sunrisemvmt @sunrise @AOC,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",Checking out what NaomiAKlein has to say about us saving our planet She’s sharing the stage with Ward33Chicago Ald Rosanna Rodriguez Supported by VolumeBooks musicboxtheatre sunrisemvmt sunrise with a great intro video by AOC GreenNewDeal,0.8,0.75,positive,0.8481,0.22899999999999998,0.0,0.7709999999999999,Positive
11945,11945,1.17666e+18,9.73e+17,We ended by telling them to join #ClimateJustice &amp; the #ClimateStrike. We said they should support the #GreenNewDeal proposed by @RepAOC @AOC &amp; call their Senators &amp; CongressPeople like @SenDuckworth @SenatorDurbin @RepBobbyRush @RepDannyDavis @RepRobinKelly &amp; others!,2,https://twitter.com/GKMC18/status/1176660029568618497,2019-09-25 00:49:46+00:00,Wed Sep 25 00:49:46 +0000 2019,5,@RepAOC @AOC @SenDuckworth @SenatorDurbin @RepBobbyRush @RepDannyDavis @RepRobinKelly,#ClimateJustice #ClimateStrike #GreenNewDeal,,,#greennewdeal,"Chicago, USA",We ended by telling them to join ClimateJustice amp the ClimateStrike We said they should support the GreenNewDeal proposed by RepAOC AOC amp call their Senators amp CongressPeople like SenDuckworth SenatorDurbin RepBobbyRush RepDannyDavis RepRobinKelly amp others,0.0,0.0,positive,0.7506,0.183,0.0,0.8170000000000001,Positive
12029,12029,1.16784e+18,33079807.0,Sounds like the perfect reason to give @AOC’s #GreenNewDeal a committee hearing. ,0,https://twitter.com/BrianJSmith22/status/1167836101140201472,2019-08-31 16:26:38+00:00,Sat Aug 31 16:26:38 +0000 2019,4,@AOC,#GreenNewDeal,,https://twitter.com/HouseDemocrats/status/1167833677616877569,#greennewdeal,"Chicago, USA",Sounds like the perfect reason to give AOC’s GreenNewDeal a committee hearing ,1.0,1.0,positive,0.7351,0.408,0.0,0.5920000000000001,Positive
12030,12030,1.16756e+18,15600501.0,Hey @arenstraiger check out these posters. Well done @AOC staff! #GreenNewDeal art series. ,0,https://twitter.com/straiger/status/1167558380732473344,2019-08-30 22:03:04+00:00,Fri Aug 30 22:03:04 +0000 2019,1,@arenstraiger @AOC,#GreenNewDeal,,https://twitter.com/AOC/status/1167486090913210369,#greennewdeal,"Chicago, USA",Hey arenstraiger check out these posters Well done AOC staff GreenNewDeal art series ,0.0,0.0,positive,0.2732,0.149,0.0,0.851,Positive
12055,12055,1.14952e+18,144626623.0,Tell your members of Congress: Support Green New Deal resolutions introduced by @AOC and @SenMarkey! #GreenNewDeal ,0,https://twitter.com/RobbieKlinger/status/1149518291573997568,2019-07-12 03:18:12+00:00,Fri Jul 12 03:18:12 +0000 2019,0,@AOC @SenMarkey,#GreenNewDeal,,https://addup.sierraclub.org/campaigns/support-a-green-new-deal?promoid=7010Z000002799xQAA&utm_medium=recruit&utm_source=twitter&utm_campaign=addup&tc=JA%2F2C,#greennewdeal,"Chicago, USA",Tell your members of Congress Support Green New Deal resolutions introduced by AOC and SenMarkey GreenNewDeal ,-0.03181818181818183,0.3772727272727273,negative,0.4019,0.153,0.0,0.847,Positive
12081,12081,1.13347e+18,7.12e+17,"Gee, I wonder if the #GreenNewDeal by @AOC has a solution to end #Tornadoes once &amp; for all. Maybe we can line up all the #FartingCows &amp; aim the farts at the tornadoes? #FightWindWithWind? #1A #MAGA #BuildTheWall #NoSocialism #NoSanctuary #NoTornadoes",1,https://twitter.com/TLOCSRadio/status/1133466644213305344,2019-05-28 20:14:41+00:00,Tue May 28 20:14:41 +0000 2019,2,@AOC,#GreenNewDeal #Tornadoes #FartingCows #FightWindWithWind #1A #MAGA #BuildTheWall #NoSocialism #NoSanctuary #NoTornadoes,,,#greennewdeal,"Chicago, USA",Gee I wonder if the GreenNewDeal by AOC has a solution to end Tornadoes once amp for all Maybe we can line up all the FartingCows amp aim the farts at the tornadoes FightWindWithWind 1A MAGA BuildTheWall NoSocialism NoSanctuary NoTornadoes,0.0,0.0,positive,0.3182,0.059000000000000004,0.0,0.941,Positive
12101,12101,1.12626e+18,480541288.0,"We cannot afford to lose any kW of zero carbon generation, let alone good jobs for American workers. The #GreenNewDeal can and should prevent this type of failure and I'm glad @AOC gets that",0,https://twitter.com/JamesRSchulte/status/1126264206918070275,2019-05-08 23:14:46+00:00,Wed May 08 23:14:46 +0000 2019,2,@AOC,#GreenNewDeal,,https://twitter.com/RobinALevy/status/1126205497902813190,#greennewdeal,"Chicago, USA",We cannot afford to lose any kW of zero carbon generation let alone good jobs for American workers The GreenNewDeal can and should prevent this type of failure and Im glad AOC gets that,0.22083333333333333,0.475,positive,0.4512,0.218,0.125,0.6579999999999999,Positive
12136,12136,1.11184e+18,8.66e+17,All these republican men are reminding me of those guys in HS that just can’t handle a break up. So they go on to the next best thing which is trying to distroy the woman by verbal language. @AOC is just another woman showing everyone how much that works. #GreenNewDeal ,0,https://twitter.com/n_alesh/status/1111841831887818753,2019-03-30 04:05:24+00:00,Sat Mar 30 04:05:24 +0000 2019,1,@AOC,#GreenNewDeal,,https://twitter.com/AOC/status/1111788202426331136,#greennewdeal,"Chicago, USA",All these republican men are reminding me of those guys in HS that just can’t handle a break up So they go on to the next best thing which is trying to distroy the woman by verbal language AOC is just another woman showing everyone how much that works GreenNewDeal ,0.4,0.16666666666666666,positive,0.6369,0.08,0.0,0.92,Positive
12137,12137,1.11183e+18,160304538.0,Alexandria Ocasio-Cortez is such a brilliant and amazing woman. I was out this evening at a parish event and just watched several clips from the #AOCAllIn discussions about the #GreenNewDeal. I am so impressed and feel like there's hope. @AOC,4,https://twitter.com/iskandrah/status/1111832704159502337,2019-03-30 03:29:08+00:00,Sat Mar 30 03:29:08 +0000 2019,22,@AOC,#AOCAllIn #GreenNewDeal,,,#greennewdeal,"Chicago, USA",Alexandria OcasioCortez is such a brilliant and amazing woman I was out this evening at a parish event and just watched several clips from the AOCAllIn discussions about the GreenNewDeal I am so impressed and feel like theres hope AOC,0.5,0.6799999999999999,positive,0.9516,0.354,0.0,0.6459999999999999,Positive
12144,12144,1.11123e+18,18814067.0,"Intelligent news people and politicians should study the NASA Climate site https://climate.nasa.com and calculate how much it will cost if we continue to do NOTHING, before they criticize the cost of the #GreenNewDeal ! @AOC @MSNBC @Morning_Joe @KamalaHarris",0,https://twitter.com/eversollae/status/1111234982188670976,2019-03-28 11:54:00+00:00,Thu Mar 28 11:54:00 +0000 2019,0,@AOC @MSNBC @Morning_Joe @KamalaHarris,#GreenNewDeal,,https://climate.nasa.com,#greennewdeal,"Chicago, USA",Intelligent news people and politicians should study the NASA Climate site  and calculate how much it will cost if we continue to do NOTHING before they criticize the cost of the GreenNewDeal  AOC MSNBC MorningJoe KamalaHarris,0.5,0.55,positive,0.6351,0.132,0.0,0.868,Positive
12147,12147,1.11104e+18,2231703140.0,"1. My phone is now broken because I threw it during this video. 2. @AOC doesn’t say a SINGLE rational thing to passionately defend the #GreenNewDeal. 3. She picked up @BetoORourke’s hand gestures - big time . Next, standing on tables.",0,https://twitter.com/MatthewSarber/status/1111037535537561601,2019-03-27 22:49:25+00:00,Wed Mar 27 22:49:25 +0000 2019,6,@AOC @BetoORourke,#GreenNewDeal,,https://twitter.com/NBCNews/status/1110918714176782336,#greennewdeal,"Chicago, USA",1 My phone is now broken because I threw it during this video 2 AOC doesn’t say a SINGLE rational thing to passionately defend the GreenNewDeal 3 She picked up BetoORourke’s hand gestures  big time  Next standing on tables,-0.10428571428571427,0.3128571428571429,negative,0.5423,0.162,0.076,0.762,Positive
12161,12161,1.11062e+18,866345209.0,I would love to see #nuclear as part of #GreenNewDeal @AOC It's our nation's largest source of #cleanenergy,10,https://twitter.com/chattyabbey/status/1110620821729484801,2019-03-26 19:13:32+00:00,Tue Mar 26 19:13:32 +0000 2019,19,@AOC,#nuclear #GreenNewDeal #cleanenergy,,https://twitter.com/NA_YGN/status/1110563625998131200,#greennewdeal,"Chicago, USA",I would love to see nuclear as part of GreenNewDeal AOC Its our nations largest source of cleanenergy,0.5,0.6,positive,0.6369,0.20800000000000002,0.0,0.792,Positive
12183,12183,1.10476e+18,160304538.0,I love that @AOC retweeted this! cc: @daveweigel #GreenNewDeal ,1,https://twitter.com/iskandrah/status/1104760981832589312,2019-03-10 15:08:38+00:00,Sun Mar 10 15:08:38 +0000 2019,3,@AOC @daveweigel,#GreenNewDeal,,,#greennewdeal,"Chicago, USA",I love that AOC retweeted this cc daveweigel GreenNewDeal ,0.5,0.6,positive,0.6369,0.375,0.0,0.625,Positive
12186,12186,1.09575e+18,1.08e+18,"Driving thru wind farm near Mt Pleasant, MI. Nice breezy day and not a single blade turning. And now @AOC wants what??!! #GreenNewDealResolution #GreenNewDisaster #GreenNoDeal #GreenNewDeal #NewGreenDeal #NewGreenDisaster",0,https://twitter.com/b_manlius/status/1095749003982049280,2019-02-13 18:18:15+00:00,Wed Feb 13 18:18:15 +0000 2019,1,@AOC,#GreenNewDealResolution #GreenNewDisaster #GreenNoDeal #GreenNewDeal #NewGreenDeal #NewGreenDisaster,,,#greennewdeal,"Chicago, USA",Driving thru wind farm near Mt Pleasant MI Nice breezy day and not a single blade turning And now AOC wants what GreenNewDealResolution GreenNewDisaster GreenNoDeal GreenNewDeal NewGreenDeal NewGreenDisaster,0.3338095238095238,0.5361904761904762,positive,0.7269,0.196,0.0,0.804,Positive
12281,12281,1.18003e+18,178774493.0,".@AOC Stood in silence, &amp; nodded in agreement as a deranged @GretaThunberg devotee from the #ClimateCult demanded we must #EatTheChildren in this #ClimateCrisis The #NewGreenDeal only works if we #EatTheBabies YOU. STOOD. IN SILENCE. “When good people do nothing evil prevails”",0,https://twitter.com/StaubGreg/status/1180031147516059648,2019-10-04 08:05:24+00:00,Fri Oct 04 08:05:24 +0000 2019,0,@AOC @GretaThunberg,#ClimateCult #EatTheChildren #ClimateCrisis #NewGreenDeal #EatTheBabies,,https://twitter.com/AOC/status/1179926199738490880,#climatecrisis,"Chicago, USA",AOC Stood in silence amp nodded in agreement as a deranged GretaThunberg devotee from the ClimateCult demanded we must EatTheChildren in this ClimateCrisis The NewGreenDeal only works if we EatTheBabies YOU STOOD IN SILENCE “When good people do nothing evil prevails”,-0.10000000000000002,0.8666666666666667,negative,0.8838,0.249,0.039,0.713,Positive
12452,12452,1.1175e+18,16562101.0,#snowinApril #prince #Chicago #chicagosnow #snowblind #blacksabbath #windycity #sundaysnow #ClimateActionNow #ClimateCrisis #ClimateChangeIsReal #ClimateChangeTheFacts @BetoORourke @RepBetoORourke #BetoForAmerica #BetoForPresident Plz win &amp; fund research ! @AOC let's do it! – at CTA - Wilson,1,https://twitter.com/chicagodoree/status/1117504398551343105,2019-04-14 19:06:25+00:00,Sun Apr 14 19:06:25 +0000 2019,2,@BetoORourke @RepBetoORourke @AOC,#snowinApril #prince #Chicago #chicagosnow #snowblind #blacksabbath #windycity #sundaysnow #ClimateActionNow #ClimateCrisis #ClimateChangeIsReal #ClimateChangeTheFacts #BetoForAmerica #BetoForPresident,,,#climatecrisis,"Chicago, USA",snowinApril prince Chicago chicagosnow snowblind blacksabbath windycity sundaysnow ClimateActionNow ClimateCrisis ClimateChangeIsReal ClimateChangeTheFacts BetoORourke RepBetoORourke BetoForAmerica BetoForPresident Plz win amp fund research  AOC lets do it – at CTA  Wilson,0.8,0.4,positive,0.6249,0.16399999999999998,0.0,0.836,Positive
13821,13821,1.1306e+18,1.12e+18,"We might be out here fighting for nature, but we also support those who fight for people. @AOC we might not see eye to eye when it comes to the VA, but when it comes to over priced drugs that can save lives we are on the same level. #savetheplanet ",0,https://twitter.com/Litterpatrol201/status/1130598944575295490,2019-05-20 22:19:28+00:00,Mon May 20 22:19:28 +0000 2019,0,@AOC,#savetheplanet,,https://youtu.be/GRsZbGs24jY,#savetheplanet,"Chicago, USA",We might be out here fighting for nature but we also support those who fight for people AOC we might not see eye to eye when it comes to the VA but when it comes to over priced drugs that can save lives we are on the same level savetheplanet ,0.0,0.125,positive,0.5719,0.133,0.087,0.78,Positive
15105,15105,1.11857e+18,448176015.0,"“We can be whatever we have the courage to see,” says @AOC reminding us how much we need to panic about not acting enough on climate science. We need more politicians like her around the world. https://m.youtube.com/watch?feature=youtu.be&amp;v=d9uTH0iprVQ #GreenNewDeal @theintercept",0,https://twitter.com/VasundharaJolly/status/1118574216322764800,2019-04-17 17:57:29+00:00,Wed Apr 17 17:57:29 +0000 2019,0,@AOC @theintercept,#GreenNewDeal,,https://m.youtube.com/watch?feature=youtu.be&v=d9uTH0iprVQ,#greennewdeal,"Delhi, India",“We can be whatever we have the courage to see” says AOC reminding us how much we need to panic about not acting enough on climate science We need more politicians like her around the world vd9uTH0iprVQ GreenNewDeal theintercept,0.175,0.3,positive,0.3976,0.132,0.073,0.795,Positive
20720,20720,1.11199e+18,8.79e+17,Thank goodness @chrislhayes and @AOC get that we are in a climate emergency and give shout out to the youth mobilizing for their future! These 2 change makers we also need right now! Keep it up! 3/29 show online now! #AOCAllin #ClimateJustice #FridaysForFuture #ClimateStrike ,1,https://twitter.com/ActNow4Justice/status/1111990874639089665,2019-03-30 13:57:38+00:00,Sat Mar 30 13:57:38 +0000 2019,8,@chrislhayes @AOC,#AOCAllin #ClimateJustice #FridaysForFuture #ClimateStrike,,,#climatestrike,"Florida, USA",Thank goodness chrislhayes and AOC get that we are in a climate emergency and give shout out to the youth mobilizing for their future These 2 change makers we also need right now Keep it up 329 show online now AOCAllin ClimateJustice FridaysForFuture ClimateStrike ,0.14285714285714285,0.33035714285714285,positive,0.4404,0.11699999999999999,0.055,0.828,Positive
20725,20725,1.11167e+18,8.79e+17,.@AOC We are so excited to hear your real talk with @chrislhayes about #ClimateJustice and the #GreenNewDeal #FridaysForFuture #Climatestrike #AOCALLIN,2,https://twitter.com/ActNow4Justice/status/1111672151063580672,2019-03-29 16:51:09+00:00,Fri Mar 29 16:51:09 +0000 2019,6,@AOC @chrislhayes,#ClimateJustice #GreenNewDeal #FridaysForFuture #Climatestrike #AOCALLIN,,,#climatestrike,"Florida, USA",AOC We are so excited to hear your real talk with chrislhayes about ClimateJustice and the GreenNewDeal FridaysForFuture Climatestrike AOCALLIN,0.2875,0.525,positive,0.4795,0.141,0.0,0.8590000000000001,Positive
23481,23481,1.11199e+18,8.79e+17,Thank goodness @chrislhayes and @AOC get that we are in a climate emergency and give shout out to the youth mobilizing for their future! These 2 change makers we also need right now! Keep it up! 3/29 show online now! #AOCAllin #ClimateJustice #FridaysForFuture #ClimateStrike ,1,https://twitter.com/ActNow4Justice/status/1111990874639089665,2019-03-30 13:57:38+00:00,Sat Mar 30 13:57:38 +0000 2019,8,@chrislhayes @AOC,#AOCAllin #ClimateJustice #FridaysForFuture #ClimateStrike,,,#climatestrike,"Florida, USA",Thank goodness chrislhayes and AOC get that we are in a climate emergency and give shout out to the youth mobilizing for their future These 2 change makers we also need right now Keep it up 329 show online now AOCAllin ClimateJustice FridaysForFuture ClimateStrike ,0.14285714285714285,0.33035714285714285,positive,0.4404,0.11699999999999999,0.055,0.828,Positive
23486,23486,1.11167e+18,8.79e+17,.@AOC We are so excited to hear your real talk with @chrislhayes about #ClimateJustice and the #GreenNewDeal #FridaysForFuture #Climatestrike #AOCALLIN,2,https://twitter.com/ActNow4Justice/status/1111672151063580672,2019-03-29 16:51:09+00:00,Fri Mar 29 16:51:09 +0000 2019,6,@AOC @chrislhayes,#ClimateJustice #GreenNewDeal #FridaysForFuture #Climatestrike #AOCALLIN,,,#climatestrike,"Florida, USA",AOC We are so excited to hear your real talk with chrislhayes about ClimateJustice and the GreenNewDeal FridaysForFuture Climatestrike AOCALLIN,0.2875,0.525,positive,0.4795,0.141,0.0,0.8590000000000001,Positive
23743,23743,1.20802e+18,2497242884.0,Do @GOPoversight still want to insist that #ClimateChange is #”mild and manageable”? @AOC @RepDWStweets @Agent350 @billmckibben @KertDavies,5,https://twitter.com/NaomiOreskes/status/1208017691098976256,2019-12-20 13:33:56+00:00,Fri Dec 20 13:33:56 +0000 2019,10,@GOPoversight @AOC @RepDWStweets @Agent350 @billmckibben @KertDavies,#ClimateChange,,https://twitter.com/AssaadRazzouk/status/1207534171460997120,#climatechange,"Florida, USA",Do GOPoversight still want to insist that ClimateChange is ”mild and manageable” AOC RepDWStweets Agent350 billmckibben KertDavies,0.3333333333333333,0.5,positive,0.0772,0.075,0.0,0.925,Positive
24335,24335,1.19256e+18,3158387083.0,.@AlexandriaV2005 is shutting #NationSwellSummit down with her knowledge around #ClimateChange. Great to see the voices of young people who will be most affected represented in the @NationSwell conversation. Want to get involved? Follow @Earth_Uprising &amp; @AOC #GreenNewDeal,9,https://twitter.com/MrAdrianDeLeon/status/1192562671427760128,2019-11-07 22:01:12+00:00,Thu Nov 07 22:01:12 +0000 2019,43,@AlexandriaV2005 @NationSwell @Earth_Uprising @AOC,#NationSwellSummit #ClimateChange #GreenNewDeal,,,#climatechange,"Florida, USA",AlexandriaV2005 is shutting NationSwellSummit down with her knowledge around ClimateChange Great to see the voices of young people who will be most affected represented in the NationSwell conversation Want to get involved Follow EarthUprising amp AOC GreenNewDeal,0.3111111111111111,0.4847222222222223,positive,0.5434,0.131,0.046,0.823,Positive
