,Unnamed: 0,id,author_id,text,retweets,permalink,date,formatted_date,favorites,mentions,hashtags,geo,urls,search_hashtags,location,text_clean,tb_sentiment_polarity,tb_sentiment_subjectivity,textBlob_sentiment,vader_compound,vader_pos,vader_neg,vader_neu,V_Sentiment
24791,24791,1.17999e+18,8.17e+17,Hey @AOC is this entire movement mentally ill? http://Stopthemadness.gop #KAG2020 #ClimateChange #EatTheBabies #eatthechildren,4,https://twitter.com/littlebitsnbob4/status/1179987415089459200,2019-10-04 05:11:37+00:00,Fri Oct 04 05:11:37 +0000 2019,3,@AOC,#KAG2020 #ClimateChange #EatTheBabies #eatthechildren,,"http://Stopthemadness.gop,https://twitter.com/StevenBoone2007/status/1179985755592167424",#climatechange,"Florida, USA",Hey AOC is this entire movement mentally ill  KAG2020 ClimateChange EatTheBabies eatthechildren,-0.25,0.8125,negative,-0.4215,0.0,0.203,0.797,Negative
26005,26005,1.16887e+18,45919773.0,#HurricaneDorain shows us we cannot ignore #ClimateChange - thank you @davidleonhardt @nytimes : ignoring climate change while taking about #HurricaneDorian is like taking about lung cancer and being afraid to mention smoking’ cc @AOC #GreenNewDeal,2,https://twitter.com/alysiareiner/status/1168870532869173252,2019-09-03 12:57:06+00:00,Tue Sep 03 12:57:06 +0000 2019,8,@davidleonhardt @nytimes @AOC,#HurricaneDorain #ClimateChange #HurricaneDorian #GreenNewDeal,,,#climatechange,"Florida, USA",HurricaneDorain shows us we cannot ignore ClimateChange  thank you davidleonhardt nytimes  ignoring climate change while taking about HurricaneDorian is like taking about lung cancer and being afraid to mention smoking’ cc AOC GreenNewDeal,-0.6,0.9,negative,-0.6808,0.11,0.22,0.67,Negative
26038,26038,1.16813e+18,1418532182.0,@AOC @BernieSanders Both of you should start paying attention. #climatechange is a hoax. ,0,https://twitter.com/RedskinGlen/status/1168131869134790656,2019-09-01 12:01:55+00:00,Sun Sep 01 12:01:55 +0000 2019,0,@AOC @BernieSanders,#climatechange,,https://twitter.com/EyesOnQ/status/1168081730957451264,#climatechange,"Florida, USA",AOC BernieSanders Both of you should start paying attention climatechange is a hoax ,0.0,0.0,positive,-0.2732,0.0,0.16,0.84,Negative
26252,26252,1.16309e+18,1418532182.0,#climatechange Hoax @BernieSanders @AOC,0,https://twitter.com/RedskinGlen/status/1163093882214764545,2019-08-18 14:22:45+00:00,Sun Aug 18 14:22:45 +0000 2019,3,@BernieSanders @AOC,#climatechange,,https://twitter.com/JonGault16/status/1163088042283823109,#climatechange,"Florida, USA",climatechange Hoax BernieSanders AOC,0.0,0.0,positive,-0.2732,0.0,0.41200000000000003,0.588,Negative
26453,26453,1.19478e+18,17662250.0,What scares me the most about being stuck on public transport for the past 2 hours between NY and NJ and that these types of disruptions will become increasingly common as population increases and the planet warms @WeDontHaveTime0 @Amtrak @AOC #wedonthavetime #greennewdeal,4,https://twitter.com/swetac/status/1194775325219139586,2019-11-14 00:33:30+00:00,Thu Nov 14 00:33:30 +0000 2019,6,@WeDontHaveTime0 @Amtrak @AOC,#wedonthavetime #greennewdeal,,,#greennewdeal,"Florida, USA",What scares me the most about being stuck on public transport for the past 2 hours between NY and NJ and that these types of disruptions will become increasingly common as population increases and the planet warms WeDontHaveTime0 Amtrak AOC wedonthavetime greennewdeal,-0.012499999999999995,0.32916666666666666,negative,-0.6077,0.045,0.153,0.8009999999999999,Negative
26564,26564,1.18882e+18,17202273.0,Keep moving the goalposts @AOC #GreenNewDeal #hoax,0,https://twitter.com/Toby_Metcalf/status/1188820972150894592,2019-10-28 14:13:01+00:00,Mon Oct 28 14:13:01 +0000 2019,0,@AOC,#GreenNewDeal #hoax,,https://twitter.com/DailyCaller/status/1188816163813376002,#greennewdeal,"Florida, USA",Keep moving the goalposts AOC GreenNewDeal hoax,0.0,0.0,positive,-0.2732,0.0,0.259,0.741,Negative
26607,26607,1.18564e+18,49430708.0,"#BerniesBack. Thanking @AOC: ""Climate change is an existential threat to this planet and we must enact a program consistent with the goals of the #GreenNewDeal...we are listening to the scientists!"" #BernieSanders #GND",0,https://twitter.com/pwbnyc/status/1185639338949914629,2019-10-19 19:30:21+00:00,Sat Oct 19 19:30:21 +0000 2019,2,@AOC,#BerniesBack #GreenNewDeal #BernieSanders #GND,,,#greennewdeal,"Florida, USA",BerniesBack Thanking AOC Climate change is an existential threat to this planet and we must enact a program consistent with the goals of the GreenNewDeal are listening to the scientists BernieSanders GND,0.25,0.25,positive,-0.5267,0.0,0.102,0.898,Negative
26649,26649,1.18248e+18,28595279.0,So crazy excited to snag one of the beautiful @AOC Green New Deal posters tonight at the @QUIP_Club Climate Crisis Town Hall at the Lefrak City @QueensLibrary tonight #GreenNewDeal #Queens – at Queens Library at Lefrak City,3,https://twitter.com/AledaGagarin/status/1182479045646266369,2019-10-11 02:12:28+00:00,Fri Oct 11 02:12:28 +0000 2019,16,@AOC @QUIP_Club @QueensLibrary,#GreenNewDeal #Queens,,,#greennewdeal,"Florida, USA",So crazy excited to snag one of the beautiful AOC Green New Deal posters tonight at the QUIPClub Climate Crisis Town Hall at the Lefrak City QueensLibrary tonight GreenNewDeal Queens – at Queens Library at Lefrak City,0.11227272727272726,0.6809090909090909,positive,-0.0553,0.145,0.15,0.705,Negative
26749,26749,1.17557e+18,14354687.0,"Quit testing and start giving them out for donations post-haste! I'd kill (well, not quite) to get my hands on one of those. Also, along the lines of @HRC's ""Make America Gay Again"" hats, can we get ""Gay New Deal"" hats? Or am I gonna have to do a knockoff? #GreenNewDeal @AOC",0,https://twitter.com/seanr1978/status/1175572247374962688,2019-09-22 00:47:19+00:00,Sun Sep 22 00:47:19 +0000 2019,0,@HRC @AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",Quit testing and start giving them out for donations posthaste Id kill well not quite to get my hands on one of those Also along the lines of HRCs Make America Gay Again hats can we get Gay New Deal hats Or am I gonna have to do a knockoff GreenNewDeal AOC,0.3232323232323233,0.5404040404040404,positive,-0.29600000000000004,0.08,0.084,0.836,Negative
26832,26832,1.17479e+18,1.02e+18,#GreenNewDeal is bullshit and @AOC is a #nutcase,2,https://twitter.com/HOPE4ALL72/status/1174794653352321025,2019-09-19 21:17:26+00:00,Thu Sep 19 21:17:26 +0000 2019,2,@AOC,#GreenNewDeal #nutcase,,,#greennewdeal,"Florida, USA",GreenNewDeal is bullshit and AOC is a nutcase,0.0,0.0,positive,-0.5859,0.0,0.38799999999999996,0.612,Negative
26871,26871,1.17288e+18,431737598.0,"@AOC just announced the launch of the #GreenNewDeal art series. I worked with Tandem NYC to create the poster for Flushing-Meadows Corona Park in Queens. It illustrates a future in which public spaces, public transit &amp; public art are used to address the climate crisis. #DrawNYC – at Flushing Meadows-Corona Park",2,https://twitter.com/GavinSnider/status/1172876443065421824,2019-09-14 14:15:09+00:00,Sat Sep 14 14:15:09 +0000 2019,2,@AOC,#GreenNewDeal #DrawNYC,,,#greennewdeal,"Florida, USA",AOC just announced the launch of the GreenNewDeal art series I worked with Tandem NYC to create the poster for FlushingMeadows Corona Park in Queens It illustrates a future in which public spaces public transit amp public art are used to address the climate crisis DrawNYC – at Flushing MeadowsCorona Park,0.0,0.08124999999999999,positive,-0.4588,0.04,0.079,0.8809999999999999,Negative
26957,26957,1.16887e+18,45919773.0,#HurricaneDorain shows us we cannot ignore #ClimateChange - thank you @davidleonhardt @nytimes : ignoring climate change while taking about #HurricaneDorian is like taking about lung cancer and being afraid to mention smoking’ cc @AOC #GreenNewDeal ,2,https://twitter.com/alysiareiner/status/1168870532869173252,2019-09-03 12:57:06+00:00,Tue Sep 03 12:57:06 +0000 2019,8,@davidleonhardt @nytimes @AOC,#HurricaneDorain #ClimateChange #HurricaneDorian #GreenNewDeal,,,#greennewdeal,"Florida, USA",HurricaneDorain shows us we cannot ignore ClimateChange  thank you davidleonhardt nytimes  ignoring climate change while taking about HurricaneDorian is like taking about lung cancer and being afraid to mention smoking’ cc AOC GreenNewDeal ,-0.6,0.9,negative,-0.6808,0.11,0.22,0.67,Negative
27106,27106,1.15347e+18,422104815.0,"@AOC , the Georgetown @Climate_Center is blocking people of color from speaking for themselves, not sharing agendas &amp; pushing cap &amp; trade &amp; invest on the Transit &amp; Climate Initiative in the Northeast that will block the #GreenNewDeal -old school politics can’t stop climate change",11,https://twitter.com/yeampierre/status/1153466254600130560,2019-07-23 00:46:00+00:00,Tue Jul 23 00:46:00 +0000 2019,22,@AOC @Climate_Center,#GreenNewDeal,,,#greennewdeal,"Florida, USA",AOC  the Georgetown ClimateCenter is blocking people of color from speaking for themselves not sharing agendas amp pushing cap amp trade amp invest on the Transit amp Climate Initiative in the Northeast that will block the GreenNewDeal old school politics can’t stop climate change,0.1,0.2,positive,-0.8415,0.0,0.201,0.799,Negative
27242,27242,1.13417e+18,4520495776.0,"And the biggest one of all is the CLIMATE CRISIS . Without aggressively addressing THAT problem, nothing else will matter in the long run. @sunrisemvmt #GreenNewDeal @AOC @OurRevolution @justicedems @Thom_Hartmann",0,https://twitter.com/markus0052/status/1134169924090437636,2019-05-30 18:49:16+00:00,Thu May 30 18:49:16 +0000 2019,0,@sunrisemvmt @AOC @OurRevolution @justicedems @Thom_Hartmann,#GreenNewDeal,,https://twitter.com/bern_identity/status/1133890467886534659,#greennewdeal,"Florida, USA",And the biggest one of all is the CLIMATE CRISIS  Without aggressively addressing THAT problem nothing else will matter in the long run sunrisemvmt GreenNewDeal AOC OurRevolution justicedems ThomHartmann,-0.05,0.4,negative,-0.768,0.055,0.242,0.703,Negative
27248,27248,1.1337e+18,1.09e+18,@AOC doesn't care if the #GreenNewDeal hurts American workers. She just cares about pushing her socialist agenda. ,0,https://twitter.com/latinosforice/status/1133698821874159616,2019-05-29 11:37:16+00:00,Wed May 29 11:37:16 +0000 2019,0,@AOC,#GreenNewDeal,,https://twitter.com/mikereyes740/status/1133697208442916865,#greennewdeal,"Florida, USA",AOC doesnt care if the GreenNewDeal hurts American workers She just cares about pushing her socialist agenda ,0.0,0.0,positive,-0.4075,0.132,0.252,0.616,Negative
27273,27273,1.13052e+18,1.09e+18,Of all the issues she could be focusing on @AOC decides to focus on people growing #Yucca and #Platanos instead of #Cauliflower. Maybe that's a major reason why the #Greennewdeal failed. ,1,https://twitter.com/latinosforice/status/1130517001846317057,2019-05-20 16:53:51+00:00,Mon May 20 16:53:51 +0000 2019,1,@AOC,#Yucca #Platanos #Cauliflower #Greennewdeal,,,#greennewdeal,"Florida, USA",Of all the issues she could be focusing on AOC decides to focus on people growing Yucca and Platanos instead of Cauliflower Maybe thats a major reason why the Greennewdeal failed ,-0.21875,0.4,negative,-0.3818,0.052000000000000005,0.1,0.848,Negative
27298,27298,1.12881e+18,18050405.0,"And people give @AOC shit when they misrepresent her position with the #GreenNewDeal, yet this just is totes normal? ",0,https://twitter.com/d_weis/status/1128805268253548545,2019-05-15 23:32:02+00:00,Wed May 15 23:32:02 +0000 2019,4,@AOC,#GreenNewDeal,,https://twitter.com/thehill/status/1128786150217453578,#greennewdeal,"Florida, USA",And people give AOC shit when they misrepresent her position with the GreenNewDeal yet this just is totes normal ,-0.02500000000000001,0.725,negative,-0.5574,0.0,0.16699999999999998,0.833,Negative
27342,27342,1.12686e+18,31310187.0,@AOC if New York is going to lead on a #GreenNewDeal we must #StopTheWilliamsPipeline -”At this point we shouldn’t be building pipelines” @AOC will you join @RepJerryNadler and thousands of New Yorkers fighting to #StopTheWilliamsPipeline?,1,https://twitter.com/amyharlib/status/1126859254885957633,2019-05-10 14:39:17+00:00,Fri May 10 14:39:17 +0000 2019,2,@AOC @AOC @RepJerryNadler,#GreenNewDeal #StopTheWilliamsPipeline #StopTheWilliamsPipeline,,https://twitter.com/foe_us/status/1126536101647265801,#greennewdeal,"Florida, USA",AOC if New York is going to lead on a GreenNewDeal we must StopTheWilliamsPipeline ”At this point we shouldn’t be building pipelines” AOC will you join RepJerryNadler and thousands of New Yorkers fighting to StopTheWilliamsPipeline,0.13636363636363635,0.4545454545454545,positive,-0.0772,0.06,0.068,0.872,Negative
27343,27343,1.12686e+18,31310187.0,-There’s no room for a fracked gas pipeline in a #GreenNewDeal. @AOC will you join thousands of New Yorkers in the fight to #StopTheWilliamsPipeline?,0,https://twitter.com/amyharlib/status/1126858973452427270,2019-05-10 14:38:09+00:00,Fri May 10 14:38:09 +0000 2019,0,@AOC,#GreenNewDeal #StopTheWilliamsPipeline,,https://grist.org/article/can-new-york-have-a-green-new-deal-and-a-new-fracked-gas-pipeline/,#greennewdeal,"Florida, USA",There’s no room for a fracked gas pipeline in a GreenNewDeal AOC will you join thousands of New Yorkers in the fight to StopTheWilliamsPipeline,0.13636363636363635,0.4545454545454545,positive,-0.3818,0.085,0.185,0.731,Negative
27358,27358,1.12544e+18,1028821446.0,"We are KILLING the planet, literally, and KILLING OURSELVES with it - just as literally. This isn't just about what's 'better' for survival. It's our ONLY way to survival - by taking radical #ClimateActionNow! @AOC's #GreenNewDeal is a good start! ",2,https://twitter.com/AbbyChavaStein/status/1125441511569620993,2019-05-06 16:45:40+00:00,Mon May 06 16:45:40 +0000 2019,7,@AOC,#ClimateActionNow #GreenNewDeal,,https://www.nytimes.com/2019/05/06/climate/biodiversity-extinction-united-nations.html,#greennewdeal,"Florida, USA",We are KILLING the planet literally and KILLING OURSELVES with it  just as literally This isnt just about whats better for survival Its our ONLY way to survival  by taking radical ClimateActionNow AOCs GreenNewDeal is a good start ,0.4,0.7000000000000001,positive,-0.7555,0.11800000000000001,0.209,0.6729999999999999,Negative
27397,27397,1.12324e+18,48064273.0,Despite calling out Republicans for not having a climate plan @SenSchumer has failed to show real climate leadership and support a #GreenNewDeal @sunrisemvmtnyc is outside his office now demanding he listen to New Yorkers &amp; co-sponsor the GND @sunrisemvmt @AOC,4,https://twitter.com/leemzee/status/1123244779708538880,2019-04-30 15:16:39+00:00,Tue Apr 30 15:16:39 +0000 2019,12,@SenSchumer @sunrisemvmtnyc @sunrisemvmt @AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",Despite calling out Republicans for not having a climate plan SenSchumer has failed to show real climate leadership and support a GreenNewDeal sunrisemvmtnyc is outside his office now demanding he listen to New Yorkers amp cosponsor the GND sunrisemvmt AOC,-0.040909090909090916,0.2761363636363637,negative,-0.3612,0.063,0.121,0.816,Negative
27401,27401,1.1232e+18,1.09e+18,@AOC the only thing the #GreenNewDeal will stop in the next 12 years is the US economy. ,0,https://twitter.com/latinosforice/status/1123197510237999106,2019-04-30 12:08:49+00:00,Tue Apr 30 12:08:49 +0000 2019,0,@AOC,#GreenNewDeal,,https://twitter.com/AOC/status/1118520320653238272,#greennewdeal,"Florida, USA",AOC the only thing the GreenNewDeal will stop in the next 12 years is the US economy ,0.0,0.5,positive,-0.29600000000000004,0.0,0.121,0.879,Negative
27412,27412,1.12225e+18,372485805.0,"@AOC just when I thought you couldn't be more awesome. I'm not just your constituent, I'm your fan now. Thank you for fighting for our future. #GreenNewDeal – at Astoria Park",0,https://twitter.com/GleekguyEP/status/1122249441405231104,2019-04-27 21:21:31+00:00,Sat Apr 27 21:21:31 +0000 2019,1,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",AOC just when I thought you couldnt be more awesome Im not just your constituent Im your fan now Thank you for fighting for our future GreenNewDeal – at Astoria Park,0.5,0.5416666666666666,positive,-0.2984,0.134,0.168,0.698,Negative
27498,27498,1.12015e+18,1.06e+18,"Priceless! NO difference. As @AOC says, the gradualists are part of the problem. #GreenNewDeal",0,https://twitter.com/AntiSoylent/status/1120154603713069056,2019-04-22 02:37:23+00:00,Mon Apr 22 02:37:23 +0000 2019,0,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",Priceless NO difference As AOC says the gradualists are part of the problem GreenNewDeal,1.0,1.0,positive,-0.6841,0.0,0.319,0.6809999999999999,Negative
27552,27552,1.11886e+18,7.94e+17,".@AOC on the #GreenNewDeal: “But people were scared. They said it was too big, too fast, not practical, I think that’s because they just couldn’t picture it yet.” Nope. We said it’s a Socialist layout for America and literally impossible to pay for. Because it is. Stop lying. ",3,https://twitter.com/MorganZegers/status/1118856331828637699,2019-04-18 12:38:31+00:00,Thu Apr 18 12:38:31 +0000 2019,16,@AOC,#GreenNewDeal,,https://twitter.com/AOC/status/1118520320653238272,#greennewdeal,"Florida, USA",AOC on the GreenNewDeal “But people were scared They said it was too big too fast not practical I think that’s because they just couldn’t picture it yet” Nope We said it’s a Socialist layout for America and literally impossible to pay for Because it is Stop lying ,-0.15555555555555553,0.5666666666666667,negative,-0.836,0.0,0.191,0.809,Negative
27574,27574,1.11832e+18,3119877934.0,Steve and I wrote this piece about the new @ClimateCrisis committee (&amp; @sunrisemvmt &amp; @AOC ‘s fight for a Select Committee on the #GreenNewDeal) ,6,https://twitter.com/dharnanoor/status/1118320097691615232,2019-04-17 01:07:43+00:00,Wed Apr 17 01:07:43 +0000 2019,6,@ClimateCrisis @sunrisemvmt @AOC,#GreenNewDeal,,https://twitter.com/SteveAHorn/status/1118309710782820353,#greennewdeal,"Florida, USA",Steve and I wrote this piece about the new ClimateCrisis committee amp sunrisemvmt amp AOC ‘s fight for a Select Committee on the GreenNewDeal ,0.13636363636363635,0.4545454545454545,positive,-0.3818,0.0,0.11,0.89,Negative
27593,27593,1.11595e+18,1.09e+18,"@AOC policies are not just bad for the border, but also bad for the economy as well. Even though she did not get her #GreenNewDeal passed, her silver lining was killing the #amazondeal AOC's own constituents slam her over busted Amazon deal https://nypost.com/2019/04/10/aocs-own-constituents-slam-her-over-amazon-withdrawal/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro",1,https://twitter.com/latinosforice/status/1115946186287005699,2019-04-10 11:54:38+00:00,Wed Apr 10 11:54:38 +0000 2019,2,@AOC @nypmetro,#GreenNewDeal #amazondeal,,https://nypost.com/2019/04/10/aocs-own-constituents-slam-her-over-amazon-withdrawal/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons,#greennewdeal,"Florida, USA",AOC policies are not just bad for the border but also bad for the economy as well Even though she did not get her GreenNewDeal passed her silver lining was killing the amazondeal AOCs own constituents slam her over busted Amazon deal ownconstituentsslamheroveramazonwithdrawalutmsourcetwittersitebuttonsamputmmediumsite20buttonsamputmcampaignsite20buttons via nypmetro,-0.2666666666666665,0.7777777777777777,negative,-0.2732,0.177,0.161,0.662,Negative
27598,27598,1.11543e+18,9.41e+17,If they won’t approve the #GreenNewDeal might as well make them tip 70% which they weren’t going to budge with their taxes. At least the bartender that were shamed like @AOC can get paid and not deal with the @GOP Bullshit!,0,https://twitter.com/MxEnigma007/status/1115434590074699776,2019-04-09 02:01:44+00:00,Tue Apr 09 02:01:44 +0000 2019,0,@AOC @GOP,#GreenNewDeal,,https://twitter.com/NikkiGlaser/status/1115338699636654080,#greennewdeal,"Florida, USA",If they won’t approve the GreenNewDeal might as well make them tip 70 which they weren’t going to budge with their taxes At least the bartender that were shamed like AOC can get paid and not deal with the GOP Bullshit,-0.3,0.4,negative,-0.5859,0.094,0.151,0.755,Negative
27639,27639,1.11288e+18,67128028.0,Why is @AOC at an airport? I thought the #GreenNewDeal banned all air travel?,0,https://twitter.com/KennedyWealth/status/1112883164685484033,2019-04-02 01:03:17+00:00,Tue Apr 02 01:03:17 +0000 2019,1,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",Why is AOC at an airport I thought the GreenNewDeal banned all air travel,0.0,0.0,positive,-0.4588,0.0,0.2,0.8,Negative
27650,27650,1.11252e+18,2359537176.0,'That's unacceptable': Alexandria Ocasio-Cortez stops person who insulted Republican @AOC personifies the much needed civility that is surely lacking in our politics. @realDonaldTrump represents the opposite. #AOCAllIn #GreenNewDeal #FBR #Resist,1,https://twitter.com/jayoung1892/status/1112523777630502914,2019-04-01 01:15:12+00:00,Mon Apr 01 01:15:12 +0000 2019,3,@AOC @realDonaldTrump,#AOCAllIn #GreenNewDeal #FBR #Resist,,http://flip.it/uf85WI,#greennewdeal,"Florida, USA",Thats unacceptable Alexandria OcasioCortez stops person who insulted Republican AOC personifies the much needed civility that is surely lacking in our politics realDonaldTrump represents the opposite AOCAllIn GreenNewDeal FBR Resist,0.2333333333333333,0.3629629629629629,positive,-0.6124,0.079,0.215,0.7070000000000001,Negative
27665,27665,1.11221e+18,1195739227.0,"Fuck #AlexJones and everything like him. They are the trash. They are shameful, purchased pieces of failed garbage. Sorry, @AOC - there are some that deserve it. #GreenNewDeal #Bernie2020 #TULSI2020 #MaybeOneDayWeCan",0,https://twitter.com/mathemactivist/status/1112208947346374657,2019-03-31 04:24:11+00:00,Sun Mar 31 04:24:11 +0000 2019,1,@AOC,#AlexJones #GreenNewDeal #Bernie2020 #TULSI2020 #MaybeOneDayWeCan,,,#greennewdeal,"Florida, USA",Fuck AlexJones and everything like him They are the trash They are shameful purchased pieces of failed garbage Sorry AOC  there are some that deserve it GreenNewDeal Bernie2020 TULSI2020 MaybeOneDayWeCan,-0.4666666666666666,0.6333333333333333,negative,-0.8316,0.064,0.29100000000000004,0.644,Negative
27695,27695,1.11176e+18,16505459.0,"@AOC I would like to coin a new term: ""Neochlorophobia"" - the irrational fear of a #GreenNewDeal. Symptoms include childish mocking, bizarre public statements, and unfounded , unbridled lying. May be caused by excessive donations from the fossil fuel industry.",0,https://twitter.com/smendler/status/1111757477249540096,2019-03-29 22:30:12+00:00,Fri Mar 29 22:30:12 +0000 2019,0,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",AOC I would like to coin a new term Neochlorophobia  the irrational fear of a GreenNewDeal Symptoms include childish mocking bizarre public statements and unfounded  unbridled lying May be caused by excessive donations from the fossil fuel industry,0.017272727272727273,0.5842424242424242,positive,-0.9136,0.054000000000000006,0.34700000000000003,0.6,Negative
27707,27707,1.11163e+18,402320568.0,"@AOC I’m hoping the #GreenNewDeal includes getting industry leaders to set standards on packaging and other trash. @Apple is the worst! Besides wasteful packaging, there’s a new charger for everything! Everyone talks about diapers filling landfills. It’s chargers and cables!",0,https://twitter.com/EllisGBS/status/1111634499203448835,2019-03-29 14:21:32+00:00,Fri Mar 29 14:21:32 +0000 2019,0,@AOC @Apple,#GreenNewDeal,,,#greennewdeal,"Florida, USA",AOC I’m hoping the GreenNewDeal includes getting industry leaders to set standards on packaging and other trash Apple is the worst Besides wasteful packaging there’s a new charger for everything Everyone talks about diapers filling landfills It’s chargers and cables,-0.3295454545454545,0.6098484848484849,negative,-0.3182,0.064,0.09300000000000001,0.843,Negative
27718,27718,1.11127e+18,1.05e+18,Not a single @GOP brought up the past and future economic and human costs of not collaborating on the #GreenNewDeal . It’s an imperfect plan but to toss it out without working with #Dems on it is ignorant and selfish. #shameonyou! @AOC,0,https://twitter.com/IamMOI_NYCShoes/status/1111274782887215104,2019-03-28 14:32:09+00:00,Thu Mar 28 14:32:09 +0000 2019,0,@GOP @AOC,#GreenNewDeal #Dems #shameonyou,,,#greennewdeal,"Florida, USA",Not a single GOP brought up the past and future economic and human costs of not collaborating on the GreenNewDeal  It’s an imperfect plan but to toss it out without working with Dems on it is ignorant and selfish shameonyou AOC,-0.0857142857142857,0.3148809523809524,negative,-0.8151,0.0,0.18600000000000003,0.8140000000000001,Negative
27730,27730,1.11103e+18,1049171.0,What I really like about @AOC's ambuscade of the GOP on the #GreenNewDeal is that - even in losing - she gave the Republicans hell. We need to do more of this. More Bronx. Less polite clubbiness.,14,https://twitter.com/tomwatson/status/1111027419614507011,2019-03-27 22:09:13+00:00,Wed Mar 27 22:09:13 +0000 2019,58,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",What I really like about AOCs ambuscade of the GOP on the GreenNewDeal is that  even in losing  she gave the Republicans hell We need to do more of this More Bronx Less polite clubbiness,0.2583333333333333,0.31666666666666665,positive,-0.6605,0.068,0.17600000000000002,0.7559999999999999,Negative
27738,27738,1.11097e+18,165067329.0,"It seems @AOC and her #GreenNewDeal got as much support in the Senate as......I really have no comparison. I can't believe an entire room of politicians agreed without disscent, that something stupid was stupid.",0,https://twitter.com/NYYanksBear/status/1110969410255286272,2019-03-27 18:18:42+00:00,Wed Mar 27 18:18:42 +0000 2019,0,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",It seems AOC and her GreenNewDeal got as much support in the Senate as really have no comparison I cant believe an entire room of politicians agreed without disscent that something stupid was stupid,-0.23999999999999996,0.605,negative,-0.6682,0.114,0.221,0.665,Negative
27739,27739,1.11097e+18,9.23e+17,"@RCamposDuffy @AOC AOC, the children in the south Bronx have a higher asthma rate because of their LIVING CONDITIONS! They live in apartments infected with MOLD! How about you start worrying about things that will ACTUALLY HELP CHILDREN????? #GreenNewDeal",0,https://twitter.com/lillysmithstee1/status/1110968977034014725,2019-03-27 18:16:59+00:00,Wed Mar 27 18:16:59 +0000 2019,0,@RCamposDuffy @AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",RCamposDuffy AOC AOC the children in the south Bronx have a higher asthma rate because of their LIVING CONDITIONS They live in apartments infected with MOLD How about you start worrying about things that will ACTUALLY HELP CHILDREN GreenNewDeal,0.12878787878787878,0.3666666666666667,positive,-0.2885,0.078,0.127,0.795,Negative
27754,27754,1.1109e+18,9.89e+17,Women are strong as hell @AOC #womenareamazing #GreenNewDeal #ClimateChange,2,https://twitter.com/FancyAcademic/status/1110897861225562112,2019-03-27 13:34:24+00:00,Wed Mar 27 13:34:24 +0000 2019,2,@AOC,#womenareamazing #GreenNewDeal #ClimateChange,,https://twitter.com/guardian/status/1110854289579216897,#greennewdeal,"Florida, USA",Women are strong as hell AOC womenareamazing GreenNewDeal ClimateChange,0.4333333333333333,0.7333333333333333,positive,-0.3182,0.221,0.309,0.47,Negative
27811,27811,1.1098e+18,9.75e+17,.@FoxNews is in no way obsessed with @AOC. Nothing creepy here. #SundayMorning #aoc #GreenNewDeal ,0,https://twitter.com/theBradChadford/status/1109801234444230658,2019-03-24 12:56:48+00:00,Sun Mar 24 12:56:48 +0000 2019,0,@FoxNews @AOC,#SundayMorning #aoc #GreenNewDeal,,,#greennewdeal,"Florida, USA",FoxNews is in no way obsessed with AOC Nothing creepy here SundayMorning aoc GreenNewDeal ,-0.5,1.0,negative,-0.4404,0.0,0.245,0.755,Negative
27813,27813,1.10947e+18,15403199.0,Hey @AOC when you attack Israel here is one think you should know Israel is #1 in worldwide water recycling — at 85%. Spain is #2 — at only 17%. Maybe you should visit and see all other #GreenNewDeal ideas they have implemented.,0,https://twitter.com/laweiner/status/1109468786212720641,2019-03-23 14:55:46+00:00,Sat Mar 23 14:55:46 +0000 2019,0,@AOC,#GreenNewDeal,,,#greennewdeal,"Florida, USA",Hey AOC when you attack Israel here is one think you should know Israel is 1 in worldwide water recycling — at 85 Spain is 2 — at only 17 Maybe you should visit and see all other GreenNewDeal ideas they have implemented,-0.0625,0.6875,negative,-0.4767,0.0,0.075,0.925,Negative
27838,27838,1.10815e+18,1195739227.0,A disastrous segment by one of the leaders of the #FailedBanks back in 2008. Why is he still relevant? We know we need #GreenNewDeal and we know #Bernie2020 will bring it with @AOC @AyannaPressley @IlhanMN etc!,0,https://twitter.com/mathemactivist/status/1108147049621528576,2019-03-19 23:23:39+00:00,Tue Mar 19 23:23:39 +0000 2019,0,@AOC @AyannaPressley @IlhanMN,#FailedBanks #GreenNewDeal #Bernie2020,,https://twitter.com/justicedems/status/1108090034736058368,#greennewdeal,"Florida, USA",A disastrous segment by one of the leaders of the FailedBanks back in 2008 Why is he still relevant We know we need GreenNewDeal and we know Bernie2020 will bring it with AOC AyannaPressley IlhanMN etc,-0.09999999999999998,0.5666666666666668,negative,-0.5994,0.0,0.10300000000000001,0.897,Negative
